task_type,query,GT_data_type,PRED_data_type,raw_output,parsed_output
data_type,"分析弥漫性大B细胞淋巴瘤（Diffuse Large B-Cell Lymphoma, DLBCL）出现结外受累患者的临床预后。信息源请考虑近3年发表在英文期刊的综述，输出现有治疗的局限性和挑战，例如无法改善患者生存预后。",综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-67937dd727644d8fb78977b1eb80310d"", ""object"": ""chat.completion"", ""created"": 1781079664, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 149, ""completion_tokens"": 6, ""total_tokens"": 155}}}","{""data_type"": ""综述""}"
data_type,房颤的药物治疗指南和前沿展望,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e031894d88d649c5b117abdda22d0afa"", ""object"": ""chat.completion"", ""created"": 1781079664, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,最近五年内 HPV整合检测标准化与重复性、AI模型过拟合风险、多中心数据异质性及临床转化障碍的综述。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1ee103d18cd1444c8e366d444448fd92"", ""object"": ""chat.completion"", ""created"": 1781079665, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 119, ""completion_tokens"": 6, ""total_tokens"": 125}}}","{""data_type"": ""综述""}"
data_type,总结一下Miracle试验的最新结果,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f514ec7dd71c476f8ab78a92593cec0b"", ""object"": ""chat.completion"", ""created"": 1781079665, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 5, ""total_tokens"": 101}}}","{""data_type"": """"}"
data_type,当前国际上医疗质量安全管理的前沿理念和最佳实践是什么？研究类型：Review。发布时间：2021年-至今。影响因子(IF)值:IF >= 5。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fd603e2254394916b41838c87ee551fa"", ""object"": ""chat.completion"", ""created"": 1781079666, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 127, ""completion_tokens"": 6, ""total_tokens"": 133}}}","{""data_type"": ""综述""}"
data_type,恩格列净的适应症是什么？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-24ad581be59c4b9abaf43733c4e7f54d"", ""object"": ""chat.completion"", ""created"": 1781079666, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,高脂血症动物造模的研究,基础研究,基础研究,"{""data"": {""result"": ""{\""data_type\"":\""基础研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c6ca51b50cdc4fee9aab7a043d481e78"", ""object"": ""chat.completion"", ""created"": 1781079667, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""基础研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 6, ""total_tokens"": 103}}}","{""data_type"": ""基础研究""}"
data_type,以“高原环境下血栓形成机制研究进展”为题写一篇综述,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3f03afc90c0c4b7a87c739379faa06c9"", ""object"": ""chat.completion"", ""created"": 1781079667, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 5, ""total_tokens"": 108}}}","{""data_type"": """"}"
data_type,正在进行临床试验的新型抗生素有哪些,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ee791712b77f4905827d906aaff2bcad"", ""object"": ""chat.completion"", ""created"": 1781079668, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 5, ""total_tokens"": 100}}}","{""data_type"": """"}"
data_type,以一个外科医生的观点讨论2023版csco结直肠癌诊疗指南中转移性结直肠癌的解读,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7c4f2efa3cca4a2b93481a2b1c54ddc8"", ""object"": ""chat.completion"", ""created"": 1781079668, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 113, ""completion_tokens"": 5, ""total_tokens"": 118}}}","{""data_type"": """"}"
data_type,婴儿 粪便菌群测序 16S rRNA 宏基因组 生物信息学分析 流程 综述/方法学研究 近5年,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-bbaf9283c27e4e7d81995507dcdaece5"", ""object"": ""chat.completion"", ""created"": 1781079668, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 120, ""completion_tokens"": 6, ""total_tokens"": 126}}}","{""data_type"": ""综述""}"
data_type,由儿童肿瘤基金会赞助的国际神经纤维瘤病和施旺细胞瘤病专家小组发布的最新共识或指南的主要内容是什么？研究类型：Review。发布时间：2020年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9cc780375f174fbe92f51dec5bb81534"", ""object"": ""chat.completion"", ""created"": 1781079669, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 140, ""completion_tokens"": 6, ""total_tokens"": 146}}}","{""data_type"": ""综述""}"
data_type,法布雷病 心脏超声 指南,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-66c3dac04a0442418240f5ae68208cf5"", ""object"": ""chat.completion"", ""created"": 1781079669, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 5, ""total_tokens"": 103}}}","{""data_type"": """"}"
data_type,请详细描述鼻肠管盲插法的具体操作流程，包括置管前准备、置入过程、初步位置确认方法以及操作要点。研究类型：Review。发布时间：2019年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-881249a8f39b42e798da5df9a914c1da"", ""object"": ""chat.completion"", ""created"": 1781079670, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 143, ""completion_tokens"": 6, ""total_tokens"": 149}}}","{""data_type"": ""综述""}"
data_type,关于胃癌手术的最新RCT研究有哪些,RCT,RCT,"{""data"": {""result"": ""{\""data_type\"":\""RCT\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8e8e5b79433947cd9632348e8d5e678b"", ""object"": ""chat.completion"", ""created"": 1781079670, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""RCT\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 6, ""total_tokens"": 103}}}","{""data_type"": ""RCT""}"
data_type,特应性皮炎是否应该进行过敏原免疫治疗？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ce3393c2e3f544f68aa094c6663d0c7e"", ""object"": ""chat.completion"", ""created"": 1781079671, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,Hans Clevers近期研究成果,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-213d3ea4b6f9452d827188e0af0e1eb3"", ""object"": ""chat.completion"", ""created"": 1781079671, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 96, ""completion_tokens"": 5, ""total_tokens"": 101}}}","{""data_type"": """"}"
data_type,请告诉我AJCC的结肠癌TNM分期表,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a98f9fd6c2904ac0922c91c5e75a2379"", ""object"": ""chat.completion"", ""created"": 1781079672, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,在注射与给药安全模拟实训中，如何运用SOAP模式（主诉、客观、评估、计划）构建教学案例，并融入教学引导和互动提问策略？研究类型：Review。发布时间：2022年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-18baa2777da542c9a14ab33da6a2760a"", ""object"": ""chat.completion"", ""created"": 1781079672, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 150, ""completion_tokens"": 6, ""total_tokens"": 156}}}","{""data_type"": ""综述""}"
data_type,请问caca指南对于直肠癌局部复发的建议？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-796a56abff0547689046c33903092036"", ""object"": ""chat.completion"", ""created"": 1781079673, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,目前国内侧方淋巴结清扫的指南或专家共识有哪几个,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-127dda640e0d43b0bbb2a0fa32ee50ca"", ""object"": ""chat.completion"", ""created"": 1781079673, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
data_type,2023年以前发表的特应性皮炎的病例报告,病例系列/病例报告,病例系列/病例报告,"{""data"": {""result"": ""{\""data_type\"":\""病例系列/病例报告\""}""}, ""raw_openai"": {""id"": ""chatcmpl-055fd9a24ffb4c4d9a192d797e35230b"", ""object"": ""chat.completion"", ""created"": 1781079674, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""病例系列/病例报告\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 10, ""total_tokens"": 113}}}","{""data_type"": ""病例系列/病例报告""}"
data_type,儿童 丁卡因凝胶 疼痛评分 局部皮肤反应 剂量 作用时间 RCT 近5年,RCT,RCT,"{""data"": {""result"": ""{\""data_type\"":\""RCT\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1a56312a0bcf4c77a7a74dfae76da8a5"", ""object"": ""chat.completion"", ""created"": 1781079675, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""RCT\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 114, ""completion_tokens"": 6, ""total_tokens"": 120}}}","{""data_type"": ""RCT""}"
data_type,tatme手术适应症和禁忌症,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5a4bd6bb8817468fad4891ad236d613c"", ""object"": ""chat.completion"", ""created"": 1781079675, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 5, ""total_tokens"": 102}}}","{""data_type"": """"}"
data_type,根据CACA指南 解释结肠癌TNM分期,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-4bd52238b16d4eb2ada9bc000a5adacd"", ""object"": ""chat.completion"", ""created"": 1781079675, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,介绍一下近五年发表的关于结直肠癌的RCT研究,RCT,RCT,"{""data"": {""result"": ""{\""data_type\"":\""RCT\""}""}, ""raw_openai"": {""id"": ""chatcmpl-71e7e46a0b8f4a359507291747053f66"", ""object"": ""chat.completion"", ""created"": 1781079676, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""RCT\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 6, ""total_tokens"": 106}}}","{""data_type"": ""RCT""}"
data_type,利非司特 新型干眼药物 头对头比较 临床研究 近5年 综述,RCT,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-a964cf4c3d1d40e3b69326c43f6dcdc1"", ""object"": ""chat.completion"", ""created"": 1781079677, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 112, ""completion_tokens"": 6, ""total_tokens"": 118}}}","{""data_type"": ""综述""}"
data_type,请帮我找一篇有meta亚组分析的文献,Meta分析/系统性综述,Meta分析/系统性综述,"{""data"": {""result"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3a556162cc594772b767e4ecbfa3d8c8"", ""object"": ""chat.completion"", ""created"": 1781079677, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 10, ""total_tokens"": 110}}}","{""data_type"": ""Meta分析/系统性综述""}"
data_type,脂肪肝或血脂异常进展到肝癌的机制研究现状,基础研究,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-30a03a03a1914149a0ff7251a0a972cd"", ""object"": ""chat.completion"", ""created"": 1781079678, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,中西医结合诊疗风咳、亚急性咳嗽、慢性咳嗽及咳嗽变异性哮喘的典型病例分析，特别是针对基层医生操作性强的临床路径和决策流程？研究类型：Case_Series/Case_Report。发布时间：近5年。影响因子(IF)值:无限制。,病例系列/病例报告,病例系列/病例报告,"{""data"": {""result"": ""{\""data_type\"":\""病例系列/病例报告\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e95daeca308a4a1c992ea10d5d9a289f"", ""object"": ""chat.completion"", ""created"": 1781079679, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""病例系列/病例报告\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 147, ""completion_tokens"": 10, ""total_tokens"": 157}}}","{""data_type"": ""病例系列/病例报告""}"
data_type,the evidence of the adjuvant treatment of furmoertinib for non-small cell lung cancer,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d63b803fa7fa49e1a1594fa9e5ae376b"", ""object"": ""chat.completion"", ""created"": 1781079679, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 110, ""completion_tokens"": 5, ""total_tokens"": 115}}}","{""data_type"": """"}"
data_type,"除了抗磷脂综合征，系统性红斑狼疮、系统性硬化症等其他结缔组织病在诊断相关复发性流产时，有哪些特异性诊断标准和考量，包括其特有的自身抗体谱和疾病活动度评估？研究类型：Review, Observational_Study。发布时间：2022年-至今。影响因子(IF)值:无限制。",观察性研究,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-505c060e962445449b5b0aaddc34df0e"", ""object"": ""chat.completion"", ""created"": 1781079680, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 163, ""completion_tokens"": 6, ""total_tokens"": 169}}}","{""data_type"": ""综述""}"
data_type,请告诉我指南对于结肠癌TNM分期的阐述,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8de2ec919d40465da6fb6aa40356f0d1"", ""object"": ""chat.completion"", ""created"": 1781079680, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 101, ""completion_tokens"": 5, ""total_tokens"": 106}}}","{""data_type"": """"}"
data_type,不同类型新附件材料（如耳穴贴、耳穴压豆）在耳针疗法中应用的生物相容性及作用机制研究？研究类型：Basic_Research。发布时间：2020年-至今。影响因子(IF)值:无限制。,基础研究,基础研究,"{""data"": {""result"": ""{\""data_type\"":\""基础研究\""}""}, ""raw_openai"": {""id"": ""chatcmpl-47c212a80eb144158c4bbf3cc428abc7"", ""object"": ""chat.completion"", ""created"": 1781079681, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""基础研究\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 144, ""completion_tokens"": 6, ""total_tokens"": 150}}}","{""data_type"": ""基础研究""}"
data_type,什么是病例对照研究？,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-2080aa7b476140dcbefda1bdb4cf9688"", ""object"": ""chat.completion"", ""created"": 1781079681, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 5, ""total_tokens"": 100}}}","{""data_type"": """"}"
data_type,2023年圣安东尼奥会议早期乳腺癌治疗进展,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3020fd5d81d0401a9c1639910ff8f950"", ""object"": ""chat.completion"", ""created"": 1781079681, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 103, ""completion_tokens"": 5, ""total_tokens"": 108}}}","{""data_type"": """"}"
data_type,是否有荟萃分析，说明黑色素瘤脑转移的主流治疗方式是靶向联合免疫治疗？,Meta分析/系统性综述,Meta分析/系统性综述,"{""data"": {""result"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-f805b58c2bda4028bf1f0a7f5db7c1d5"", ""object"": ""chat.completion"", ""created"": 1781079682, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""Meta分析/系统性综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 107, ""completion_tokens"": 10, ""total_tokens"": 117}}}","{""data_type"": ""Meta分析/系统性综述""}"
data_type,深臀综合征的西医诊断思路、体格检查方法、影像学评估及鉴别诊断的临床指南或专家共识有哪些？研究类型：Review。发布时间：2019年-至今。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8ad0b11d0b6843079da1c8616630fd69"", ""object"": ""chat.completion"", ""created"": 1781079683, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 138, ""completion_tokens"": 6, ""total_tokens"": 144}}}","{""data_type"": ""综述""}"
data_type,重症胰腺炎感染的抗菌药物治疗中，针对儿童、老年人、孕妇、哺乳期妇女和免疫功能低下患者等特殊人群，有哪些特殊的用药考量和注意事项？研究类型：Review。发布时间：近5年。影响因子(IF)值:无限制。,综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7be9809a503646b2aafab22e61eb8dea"", ""object"": ""chat.completion"", ""created"": 1781079683, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 141, ""completion_tokens"": 6, ""total_tokens"": 147}}}","{""data_type"": ""综述""}"
data_type,血清和血浆的区别,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1e613a4599b64f728f5d83fac884e2de"", ""object"": ""chat.completion"", ""created"": 1781079684, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 94, ""completion_tokens"": 5, ""total_tokens"": 99}}}","{""data_type"": """"}"
data_type,"周期性麻痹特异性的细胞内代谢异常（如能量代谢、氧化应激等）以及生物节律紊乱（如睡眠-觉醒周期、激素水平波动）如何影响离子通道功能和疾病发作的病理生理机制？研究类型：Review,Basic_Research。发布时间：2021年-至今。影响因子(IF)值:无限制。",基础研究,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0470792a7fe744019d86e9a27d9f111f"", ""object"": ""chat.completion"", ""created"": 1781079684, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 163, ""completion_tokens"": 6, ""total_tokens"": 169}}}","{""data_type"": ""综述""}"
data_type,指南如何建议II期结直肠癌术后的化疗,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-758839b32f0440c2bf57c2ad9f95a63d"", ""object"": ""chat.completion"", ""created"": 1781079685, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 100, ""completion_tokens"": 5, ""total_tokens"": 105}}}","{""data_type"": """"}"
data_type,"目前主流的关节镜下ATFL直接修复技术（如改良Brostrom术）有哪些？其手术原理和操作要点是什么？研究类型：Review, RCT, Observational_Study。发布时间：2021年-至今。影响因子(IF)值:5-无限制。",综述,综述,"{""data"": {""result"": ""{\""data_type\"":\""综述\""}""}, ""raw_openai"": {""id"": ""chatcmpl-9b15fe15f2204b808191cda0df587a72"", ""object"": ""chat.completion"", ""created"": 1781079685, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""综述\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 150, ""completion_tokens"": 6, ""total_tokens"": 156}}}","{""data_type"": ""综述""}"
data_type,呋喹替尼在国内获批用于crc几线治疗,,,"{""data"": {""result"": ""{\""data_type\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-947a0f47e2ba4b6881ce80546f335bc8"", ""object"": ""chat.completion"", ""created"": 1781079686, ""model"": ""qwen35-4b-data-type"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""data_type\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 102, ""completion_tokens"": 5, ""total_tokens"": 107}}}","{""data_type"": """"}"
