task_type,query,GT_topics,GT_keywords,PRED_topics,PRED_keywords,raw_output,parsed_output
topic和keywords,胶质瘤领域亟待解决的关键问题,,,胶质瘤,,"{""data"": {""result"": ""{\""topics\"":\""胶质瘤\"",\""keywords\"":\""关键问题, 治疗, 预后, 靶向治疗, 免疫治疗, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验,""}, ""raw_openai"": {""id"": ""chatcmpl-71d9949a3a154516943a4f69f973356a"", ""object"": ""chat.completion"", ""created"": 1781077927, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""胶质瘤\"",\""keywords\"":\""关键问题, 治疗, 预后, 靶向治疗, 免疫治疗, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验,""}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 82, ""completion_tokens"": 1024, ""total_tokens"": 1106}}}","{""topics"": ""胶质瘤"", ""raw_text"": ""{\""topics\"":\""胶质瘤\"",\""keywords\"":\""关键问题, 治疗, 预后, 靶向治疗, 免疫治疗, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验, 临床试验,""}"
topic和keywords,血液科患者侵袭性曲霉病诊断困难的原因有哪些？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e04421c11a964b0d950f81b922ffe2ad"", ""object"": ""chat.completion"", ""created"": 1781077928, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 6, ""total_tokens"": 94}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,侧柏叶的抗真菌药理作用有哪些研究进展？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7d4315303fe9466b8a7323f715073f1a"", ""object"": ""chat.completion"", ""created"": 1781077928, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 87, ""completion_tokens"": 6, ""total_tokens"": 93}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,中国有gbm疫苗的临床试验开展吗？,gbm疫苗,中国；临床试验,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e21f834a1e674d12a81d1a16844ee5ea"", ""object"": ""chat.completion"", ""created"": 1781077928, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 84, ""completion_tokens"": 6, ""total_tokens"": 90}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,糖尿病最新指南,糖尿病,指南,糖尿病,最新指南,"{""data"": {""result"": ""{\""topics\"":\""糖尿病\"",\""keywords\"":\""最新指南\""}""}, ""raw_openai"": {""id"": ""chatcmpl-ddfe665e57a34b2c83caafc10a63f848"", ""object"": ""chat.completion"", ""created"": 1781077928, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""糖尿病\"",\""keywords\"":\""最新指南\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 78, ""completion_tokens"": 10, ""total_tokens"": 88}}}","{""topics"": ""糖尿病"", ""keywords"": ""最新指南""}"
topic和keywords,请告诉我AJCC的结肠癌TNM分期表,结肠癌,AJCC；TNM分期表,结肠癌,"AJCC, TNM分期表","{""data"": {""result"": ""{\""topics\"":\""结肠癌\"",\""keywords\"":\""AJCC, TNM分期表\""}""}, ""raw_openai"": {""id"": ""chatcmpl-529580e4249940a9a330ab243a4597d9"", ""object"": ""chat.completion"", ""created"": 1781077929, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""结肠癌\"",\""keywords\"":\""AJCC, TNM分期表\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 16, ""total_tokens"": 102}}}","{""topics"": ""结肠癌"", ""keywords"": ""AJCC, TNM分期表""}"
topic和keywords,"尿道内膀胱颈重建术（Bladder Neck Reconstruction, BNR）围手术期护理方案构建的临床研究论文摘要撰写要点及核心要素。",,,"尿道内膀胱颈重建术（Bladder Neck Reconstruction, BNR）","围手术期护理, 临床研究, 论文摘要, 核心要素","{""data"": {""result"": ""{\""topics\"":\""尿道内膀胱颈重建术（Bladder Neck Reconstruction, BNR）\"",\""keywords\"":\""围手术期护理, 临床研究, 论文摘要, 核心要素\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fcad0444b770492082373fbb6c9bcbb2"", ""object"": ""chat.completion"", ""created"": 1781077930, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""尿道内膀胱颈重建术（Bladder Neck Reconstruction, BNR）\"",\""keywords\"":\""围手术期护理, 临床研究, 论文摘要, 核心要素\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 106, ""completion_tokens"": 37, ""total_tokens"": 143}}}","{""topics"": ""尿道内膀胱颈重建术（Bladder Neck Reconstruction, BNR）"", ""keywords"": ""围手术期护理, 临床研究, 论文摘要, 核心要素""}"
topic和keywords,多柔比星治疗ASPS的临床试验或病例报告的文献,ASPS,多柔比星,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-34405e396ff240e2b414998ef9e46a46"", ""object"": ""chat.completion"", ""created"": 1781077930, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 6, ""total_tokens"": 94}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,伊普可泮的作用机制是什么？,,,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-64e5564fb44f4740808d367e375ce7ca"", ""object"": ""chat.completion"", ""created"": 1781077930, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 84, ""completion_tokens"": 6, ""total_tokens"": 90}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,利妥昔单抗(Rituximab)的分子结构特征,,,利妥昔单抗(Rituximab),分子结构特征,"{""data"": {""result"": ""{\""topics\"":\""利妥昔单抗(Rituximab)\"",\""keywords\"":\""分子结构特征\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c128a9ff0fae401ca1230847f71277c8"", ""object"": ""chat.completion"", ""created"": 1781077931, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""利妥昔单抗(Rituximab)\"",\""keywords\"":\""分子结构特征\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 19, ""total_tokens"": 108}}}","{""topics"": ""利妥昔单抗(Rituximab)"", ""keywords"": ""分子结构特征""}"
topic和keywords,请帮我查找并显示特应性皮炎的病例内容,特应性皮炎,,特应性皮炎,病例,"{""data"": {""result"": ""{\""topics\"":\""特应性皮炎\"",\""keywords\"":\""病例\""}""}, ""raw_openai"": {""id"": ""chatcmpl-1a5c34d7f8094623ac1352511bb25b1a"", ""object"": ""chat.completion"", ""created"": 1781077931, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""特应性皮炎\"",\""keywords\"":\""病例\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 86, ""completion_tokens"": 11, ""total_tokens"": 97}}}","{""topics"": ""特应性皮炎"", ""keywords"": ""病例""}"
topic和keywords,c-kit 9突变的胃间质瘤术后辅助治疗是否需要加大伊马替尼剂量?,胃间质瘤,c-kit 9突变；术后；辅助治疗；伊马替尼；剂量,胃间质瘤 (GIST),"c-kit 9突变, 术后辅助治疗, 伊马替尼, 剂量调整","{""data"": {""result"": ""{\""topics\"":\""胃间质瘤 (GIST)\"",\""keywords\"":\""c-kit 9突变, 术后辅助治疗, 伊马替尼, 剂量调整\""}""}, ""raw_openai"": {""id"": ""chatcmpl-5805fe937dcd41c28bdba2e4c57dccff"", ""object"": ""chat.completion"", ""created"": 1781077932, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""胃间质瘤 (GIST)\"",\""keywords\"":\""c-kit 9突变, 术后辅助治疗, 伊马替尼, 剂量调整\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 95, ""completion_tokens"": 33, ""total_tokens"": 128}}}","{""topics"": ""胃间质瘤 (GIST)"", ""keywords"": ""c-kit 9突变, 术后辅助治疗, 伊马替尼, 剂量调整""}"
topic和keywords,"局部晚期直肠癌新辅助治疗方案（如全量新辅助治疗, TNT）的最新进展，以及不同新辅助治疗方案对临床缓解评估（cCR和near-cCR）的影响和挑战。研究类型：Review,Meta_Analysis/Systematic_Review,Observational_Study。研究类型：Review,Meta_Analysis/Systematic_Review,Observational_Study。发布时间：2020年-至今。影响因子(IF)值:3-无限制。",,,局部晚期直肠癌,"新辅助治疗, 全量新辅助治疗, TNT, 临床缓解评估, cCR, near-cCR, 新辅助治疗方案, 影响, 挑战, Review, Meta_Analysis/Systematic_Review, Observational_Study, 2020-至今, IF 3+","{""data"": {""result"": ""{\""topics\"":\""局部晚期直肠癌\"",\""keywords\"":\""新辅助治疗, 全量新辅助治疗, TNT, 临床缓解评估, cCR, near-cCR, 新辅助治疗方案, 影响, 挑战, Review, Meta_Analysis/Systematic_Review, Observational_Study, 2020-至今, IF 3+\""}""}, ""raw_openai"": {""id"": ""chatcmpl-72a7c3e4a84b44218a11f60d85a5e991"", ""object"": ""chat.completion"", ""created"": 1781077934, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""局部晚期直肠癌\"",\""keywords\"":\""新辅助治疗, 全量新辅助治疗, TNT, 临床缓解评估, cCR, near-cCR, 新辅助治疗方案, 影响, 挑战, Review, Meta_Analysis/Systematic_Review, Observational_Study, 2020-至今, IF 3+\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 171, ""completion_tokens"": 73, ""total_tokens"": 244}}}","{""topics"": ""局部晚期直肠癌"", ""keywords"": ""新辅助治疗, 全量新辅助治疗, TNT, 临床缓解评估, cCR, near-cCR, 新辅助治疗方案, 影响, 挑战, Review, Meta_Analysis/Systematic_Review, Observational_Study, 2020-至今, IF 3+""}"
topic和keywords,免疫检查点抑制剂相关高血糖/糖尿病的管理指南及免疫治疗相关酮症酸中毒的病例分析,,,免疫检查点抑制剂 (ICI),"高血糖/糖尿病, 管理, 免疫治疗, 酮症酸中毒, 病例分析","{""data"": {""result"": ""{\""topics\"":\""免疫检查点抑制剂 (ICI)\"",\""keywords\"":\""高血糖/糖尿病, 管理, 免疫治疗, 酮症酸中毒, 病例分析\""}""}, ""raw_openai"": {""id"": ""chatcmpl-e573286e185e46938395e209bb8eb4e1"", ""object"": ""chat.completion"", ""created"": 1781077935, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""免疫检查点抑制剂 (ICI)\"",\""keywords\"":\""高血糖/糖尿病, 管理, 免疫治疗, 酮症酸中毒, 病例分析\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 97, ""completion_tokens"": 34, ""total_tokens"": 131}}}","{""topics"": ""免疫检查点抑制剂 (ICI)"", ""keywords"": ""高血糖/糖尿病, 管理, 免疫治疗, 酮症酸中毒, 病例分析""}"
topic和keywords,正在进行临床试验的新型抗生素有哪些,新型抗生素,临床试验,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-93ad80d9f68443f38b960ecb47d8b39c"", ""object"": ""chat.completion"", ""created"": 1781077935, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 80, ""completion_tokens"": 6, ""total_tokens"": 86}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,血液恶性肿瘤患者肺部感染的病原体检出率低，病原体评估方法,,,血液恶性肿瘤患者肺部感染,"病原体检出率低, 病原体评估方法","{""data"": {""result"": ""{\""topics\"":\""血液恶性肿瘤患者肺部感染\"",\""keywords\"":\""病原体检出率低, 病原体评估方法\""}""}, ""raw_openai"": {""id"": ""chatcmpl-70c79ca37a74447ca5c543d33cb10fff"", ""object"": ""chat.completion"", ""created"": 1781077935, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""血液恶性肿瘤患者肺部感染\"",\""keywords\"":\""病原体检出率低, 病原体评估方法\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 88, ""completion_tokens"": 21, ""total_tokens"": 109}}}","{""topics"": ""血液恶性肿瘤患者肺部感染"", ""keywords"": ""病原体检出率低, 病原体评估方法""}"
topic和keywords,非小细胞肺癌alk突变患者服用阿来替尼耐药之后怎么治疗？,非小细胞肺癌,alk突变；阿来替尼；耐药,,,"{""data"": {""result"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d64ebe0ec45c4853922aeef8b3226d5d"", ""object"": ""chat.completion"", ""created"": 1781077936, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""\"",\""keywords\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 91, ""completion_tokens"": 6, ""total_tokens"": 97}}}","{""topics"": """", ""keywords"": """"}"
topic和keywords,ESMO指南直肠癌分层治疗,直肠癌,指南；分层治疗,直肠癌,"ESMO, 分层治疗","{""data"": {""result"": ""{\""topics\"":\""直肠癌\"",\""keywords\"":\""ESMO, 分层治疗\""}""}, ""raw_openai"": {""id"": ""chatcmpl-0936313f861b45b0b48ce36a1501694b"", ""object"": ""chat.completion"", ""created"": 1781077936, ""model"": ""qwen35-0.8b-topic-keywords"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""topics\"":\""直肠癌\"",\""keywords\"":\""ESMO, 分层治疗\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 81, ""completion_tokens"": 14, ""total_tokens"": 95}}}","{""topics"": ""直肠癌"", ""keywords"": ""ESMO, 分层治疗""}"
