task_type,query,GT_author_name,GT_author_name英文变体,GT_author_institution,PRED_author_name,PRED_author_name英文变体,PRED_author_institution,raw_output,parsed_output
作者和机构,不同SGLT2i在急性心衰患者中的临床试验比较,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-8d2cf83ee6814ed6be57be627d6520a7"", ""object"": ""chat.completion"", ""created"": 1781079284, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 109, ""completion_tokens"": 15, ""total_tokens"": 124}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,查询 NCT04511011 的研究详细信息。,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fb2478842a0146d197d491daa677af28"", ""object"": ""chat.completion"", ""created"": 1781079285, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 110, ""completion_tokens"": 15, ""total_tokens"": 125}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,在重症感染患者中，近3年的随机对照试验与系统评价是否支持基于生物标志物（如PCT、CRP）或临床评分指导抗感染疗程缩短，其对死亡率、耐药发生率及住院时间的影响如何？,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7c6d2b513d7049769a7bec2bb79848f9"", ""object"": ""chat.completion"", ""created"": 1781079286, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 144, ""completion_tokens"": 15, ""total_tokens"": 159}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,HR+ Her2+ 乳腺癌有哪些临床试验。现在的进展和比较,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-057afa76a98e4cb8908d8d82917b7c5f"", ""object"": ""chat.completion"", ""created"": 1781079288, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 109, ""completion_tokens"": 15, ""total_tokens"": 124}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,耿海霞正畸科主任的研究方向及课题组方向,耿海霞,"<variant>Geng Haixia</variant>
 <variant>Haixia Geng</variant>
 <variant>Geng Hai-Xia</variant>
 <variant>Hai-Xia Geng</variant>
 <variant>Geng Hai Xia</variant>
 <variant>Hai Xia Geng</variant>
 <variant>Geng, Haixia</variant>
 <variant>Geng, Hai-Xia</variant>
 <variant>Geng, Hai Xia</variant>
 <variant>Geng H.</variant>
 <variant>Geng H</variant>
 <variant>H. Geng</variant>
 <variant>H Geng</variant>
 <variant>Geng HX</variant>
 <variant>Geng H X</variant>
 <variant>H.X. Geng</variant>
 <variant>H. X. Geng</variant>
 <variant>H X Geng</variant>
 <variant>Geng H.-X.</variant>
 <variant>Geng H-X</variant>
 <variant>H.-X. Geng</variant>
 <variant>H-X Geng</variant>
 <variant>G. Haixia</variant>
 <variant>Haixia G.</variant>
 <variant>G. Hai Xia</variant>
 <variant>Hai Xia G.</variant>
 <variant>G. Hai-Xia</variant>
 <variant>Hai-Xia G.</variant>",,耿海霞,"<variant>Geng Haixia</variant>
<variant>Haixia Geng</variant>
<variant>Geng Hai-Xia</variant>
<variant>Hai-Xia Geng</variant>
<variant>Geng H. Xia</variant>
<variant>H. Xia Geng</variant>
<variant>Geng H. X.</variant>
<variant>H. X. Geng</variant>
<variant>Geng, Haixia</variant>
<variant>Haixia, Geng</variant>
<variant>Geng, Hai-Xia</variant>
<variant>Hai-Xia, Geng</variant>
<variant>Keng Hai-Hsia</variant>
<variant>Hai-Hsia Keng</variant>",正畸科,"{""data"": {""result"": ""{\""author_name\"":\""耿海霞\"",\""author_name英文变体\"":\""<variant>Geng Haixia</variant>\\n<variant>Haixia Geng</variant>\\n<variant>Geng Hai-Xia</variant>\\n<variant>Hai-Xia Geng</variant>\\n<variant>Geng H. Xia</variant>\\n<variant>H. Xia Geng</variant>\\n<variant>Geng H. X.</variant>\\n<variant>H. X. Geng</variant>\\n<variant>Geng, Haixia</variant>\\n<variant>Haixia, Geng</variant>\\n<variant>Geng, Hai-Xia</variant>\\n<variant>Hai-Xia, Geng</variant>\\n<variant>Keng Hai-Hsia</variant>\\n<variant>Hai-Hsia Keng</variant>\"",\""author_institution\"":\""正畸科\""}""}, ""raw_openai"": {""id"": ""chatcmpl-7ae3cb8cb95a4230afdf9dbafde80e3e"", ""object"": ""chat.completion"", ""created"": 1781079302, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""耿海霞\"",\""author_name英文变体\"":\""<variant>Geng Haixia</variant>\\n<variant>Haixia Geng</variant>\\n<variant>Geng Hai-Xia</variant>\\n<variant>Hai-Xia Geng</variant>\\n<variant>Geng H. Xia</variant>\\n<variant>H. Xia Geng</variant>\\n<variant>Geng H. X.</variant>\\n<variant>H. X. Geng</variant>\\n<variant>Geng, Haixia</variant>\\n<variant>Haixia, Geng</variant>\\n<variant>Geng, Hai-Xia</variant>\\n<variant>Hai-Xia, Geng</variant>\\n<variant>Keng Hai-Hsia</variant>\\n<variant>Hai-Hsia Keng</variant>\"",\""author_institution\"":\""正畸科\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 105, ""completion_tokens"": 185, ""total_tokens"": 290}}}","{""author_name"": ""耿海霞"", ""author_name英文变体"": ""<variant>Geng Haixia</variant>\n<variant>Haixia Geng</variant>\n<variant>Geng Hai-Xia</variant>\n<variant>Hai-Xia Geng</variant>\n<variant>Geng H. Xia</variant>\n<variant>H. Xia Geng</variant>\n<variant>Geng H. X.</variant>\n<variant>H. X. Geng</variant>\n<variant>Geng, Haixia</variant>\n<variant>Haixia, Geng</variant>\n<variant>Geng, Hai-Xia</variant>\n<variant>Hai-Xia, Geng</variant>\n<variant>Keng Hai-Hsia</variant>\n<variant>Hai-Hsia Keng</variant>"", ""author_institution"": ""正畸科""}"
作者和机构,腹腔热灌注,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-3bcb0b89bc374146a462f903f8233ddd"", ""object"": ""chat.completion"", ""created"": 1781079303, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 98, ""completion_tokens"": 15, ""total_tokens"": 113}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,骨肉瘤中CX3CR1在肿瘤相关巨噬细胞介导的胞葬作用中的功能及机制研究,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-c9151c0283bd46da983d62a26676a742"", ""object"": ""chat.completion"", ""created"": 1781079305, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 119, ""completion_tokens"": 15, ""total_tokens"": 134}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,检索作者liuyao发表的所有SCI论文列表及其影响因子,liuyao,"<variant>Liu Yao</variant>
<variant>Yao Liu</variant>
<variant>Liu, Yao</variant>
<variant>Yao, Liu</variant>
<variant>Liu Y.</variant>
<variant>Y. Liu</variant>
<variant>Liu Y</variant>
<variant>Y Liu</variant>",,liuyao,"<variant>Liu Yao</variant>
<variant>Yao Liu</variant>
<variant>Liu, Yao</variant>
<variant>Yao, Liu</variant>
<variant>Liu Y.</variant>
<variant>Y. Liu</variant>
<variant>Liu Y</variant>
<variant>Y Liu</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""liuyao\"",\""author_name英文变体\"":\""<variant>Liu Yao</variant>\\n<variant>Yao Liu</variant>\\n<variant>Liu, Yao</variant>\\n<variant>Yao, Liu</variant>\\n<variant>Liu Y.</variant>\\n<variant>Y. Liu</variant>\\n<variant>Liu Y</variant>\\n<variant>Y Liu</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-fc1bd37076f143a7be2f042e165ff1e6"", ""object"": ""chat.completion"", ""created"": 1781079312, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""liuyao\"",\""author_name英文变体\"":\""<variant>Liu Yao</variant>\\n<variant>Yao Liu</variant>\\n<variant>Liu, Yao</variant>\\n<variant>Yao, Liu</variant>\\n<variant>Liu Y.</variant>\\n<variant>Y. Liu</variant>\\n<variant>Liu Y</variant>\\n<variant>Y Liu</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 108, ""completion_tokens"": 96, ""total_tokens"": 204}}}","{""author_name"": ""liuyao"", ""author_name英文变体"": ""<variant>Liu Yao</variant>\n<variant>Yao Liu</variant>\n<variant>Liu, Yao</variant>\n<variant>Yao, Liu</variant>\n<variant>Liu Y.</variant>\n<variant>Y. Liu</variant>\n<variant>Liu Y</variant>\n<variant>Y Liu</variant>"", ""author_institution"": """"}"
作者和机构,查找在欧洲进行的，关于CAR-T疗法治疗多发性骨髓瘤的三期试验，且最近一年内有更新的试验。,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-38db099420704d9bb1ec361324106ff1"", ""object"": ""chat.completion"", ""created"": 1781079313, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 119, ""completion_tokens"": 15, ""total_tokens"": 134}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,Jiao Yang USP11 radiation-induced lung injury RILI,Jiao Yang,"<variant>Yang Jiao</variant>
<variant>Jiao, Yang</variant>
<variant>Y. Jiao</variant>
<variant>J. Yang</variant>
<variant>Yang, Jiao</variant>",,Jiao Yang,"<variant>Yang Jiao</variant>
<variant>Jiao, Yang</variant>
<variant>Yang, Jiao</variant>
<variant>J. Yang</variant>
<variant>Yang, J.</variant>
<variant>Jiao Y.</variant>
<variant>Y. Jiao</variant>
<variant>Jiao Y</variant>
<variant>Yang J</variant>",,"{""data"": {""result"": ""{\""author_name\"":\""Jiao Yang\"",\""author_name英文变体\"":\""<variant>Yang Jiao</variant>\\n<variant>Jiao, Yang</variant>\\n<variant>Yang, Jiao</variant>\\n<variant>J. Yang</variant>\\n<variant>Yang, J.</variant>\\n<variant>Jiao Y.</variant>\\n<variant>Y. Jiao</variant>\\n<variant>Jiao Y</variant>\\n<variant>Yang J</variant>\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-d4b33a69e9e04e4f957f38353a4eb338"", ""object"": ""chat.completion"", ""created"": 1781079322, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""Jiao Yang\"",\""author_name英文变体\"":\""<variant>Yang Jiao</variant>\\n<variant>Jiao, Yang</variant>\\n<variant>Yang, Jiao</variant>\\n<variant>J. Yang</variant>\\n<variant>Yang, J.</variant>\\n<variant>Jiao Y.</variant>\\n<variant>Y. Jiao</variant>\\n<variant>Jiao Y</variant>\\n<variant>Yang J</variant>\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 107, ""completion_tokens"": 107, ""total_tokens"": 214}}}","{""author_name"": ""Jiao Yang"", ""author_name英文变体"": ""<variant>Yang Jiao</variant>\n<variant>Jiao, Yang</variant>\n<variant>Yang, Jiao</variant>\n<variant>J. Yang</variant>\n<variant>Yang, J.</variant>\n<variant>Jiao Y.</variant>\n<variant>Y. Jiao</variant>\n<variant>Jiao Y</variant>\n<variant>Yang J</variant>"", ""author_institution"": """"}"
作者和机构,陆道培医院薛松团队关于AML/ETO阳性急性髓系白血病（AML）的研究成果及其对临床预后评估与治疗方案调整的指导价值分析。,薛松,"<variant>Xue Song</variant>
<variant>Song Xue</variant>
<variant>Xue S.</variant>
<variant>S. Xue</variant>
<variant>Xue, Song</variant>
<variant>Song, Xue</variant>
<variant>Xue Song-Song</variant>
<variant>Song-Song Xue</variant>
<variant>Xue S. Song</variant>
<variant>S. Song Xue</variant>
<variant>Hsueh Sung</variant>
<variant>Sung Hsueh</variant>",陆道培医院,薛松,"<variant>Xue Song</variant>
<variant>Song Xue</variant>
<variant>Xue S.</variant>
<variant>S. Xue</variant>
<variant>Xue, Song</variant>
<variant>Song, Xue</variant>
<variant>Xue Song-Song</variant>
<variant>Song-Song Xue</variant>
<variant>Xue S. S.</variant>
<variant>S. S. Xue</variant>
<variant>Xue, S.</variant>
<variant>S., Xue</variant>",陆道培医院,"{""data"": {""result"": ""{\""author_name\"":\""薛松\"",\""author_name英文变体\"":\""<variant>Xue Song</variant>\\n<variant>Song Xue</variant>\\n<variant>Xue S.</variant>\\n<variant>S. Xue</variant>\\n<variant>Xue, Song</variant>\\n<variant>Song, Xue</variant>\\n<variant>Xue Song-Song</variant>\\n<variant>Song-Song Xue</variant>\\n<variant>Xue S. S.</variant>\\n<variant>S. S. Xue</variant>\\n<variant>Xue, S.</variant>\\n<variant>S., Xue</variant>\"",\""author_institution\"":\""陆道培医院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-05683fbe26294578a6a3ea1fd9031b1a"", ""object"": ""chat.completion"", ""created"": 1781079333, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""薛松\"",\""author_name英文变体\"":\""<variant>Xue Song</variant>\\n<variant>Song Xue</variant>\\n<variant>Xue S.</variant>\\n<variant>S. Xue</variant>\\n<variant>Xue, Song</variant>\\n<variant>Song, Xue</variant>\\n<variant>Xue Song-Song</variant>\\n<variant>Song-Song Xue</variant>\\n<variant>Xue S. S.</variant>\\n<variant>S. S. Xue</variant>\\n<variant>Xue, S.</variant>\\n<variant>S., Xue</variant>\"",\""author_institution\"":\""陆道培医院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 128, ""completion_tokens"": 147, ""total_tokens"": 275}}}","{""author_name"": ""薛松"", ""author_name英文变体"": ""<variant>Xue Song</variant>\n<variant>Song Xue</variant>\n<variant>Xue S.</variant>\n<variant>S. Xue</variant>\n<variant>Xue, Song</variant>\n<variant>Song, Xue</variant>\n<variant>Xue Song-Song</variant>\n<variant>Song-Song Xue</variant>\n<variant>Xue S. S.</variant>\n<variant>S. S. Xue</variant>\n<variant>Xue, S.</variant>\n<variant>S., Xue</variant>"", ""author_institution"": ""陆道培医院""}"
作者和机构,PACT的医学定义及临床应用是什么？,,,,,,,"{""data"": {""result"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""raw_openai"": {""id"": ""chatcmpl-66e955733bd14c8fa37b4d0707725c4f"", ""object"": ""chat.completion"", ""created"": 1781079334, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""\"",\""author_name英文变体\"":\""\"",\""author_institution\"":\""\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 104, ""completion_tokens"": 15, ""total_tokens"": 119}}}","{""author_name"": """", ""author_name英文变体"": """", ""author_institution"": """"}"
作者和机构,"以下是结合您论文内容设计的预答辩PPT各板块图表模板建议（基于原文核心数据与逻辑框架，附图说明如何呈现关键信息）。所有图表均需标注数据来源（如“本研究，N=222”），风格建议统一（如蓝白科技风/医学灰调）。

幻灯片1：封面页

图表建议：无复杂图表，仅需标题文字排版。

设计要点：

- 主标题（免疫轻瘫临床特征与初诊多发性骨髓瘤感染及疗效相关性研究）加粗居中，字号最大（如40-44pt）；
- 副标题（研究生：林晶晶 | 导师：訾富明 副教授 | 专业：内科学（血液病） | 学院：南昌大学第二临床医学院 | 答辩日期：2025年X月X日）分两行置于下方，字号24-28pt；
- 可配一张骨髓瘤细胞与免疫细胞对抗的抽象示意图（非必需，若需视觉点缀，选简洁的医学插画，如）。

幻灯片2：研究背景与立题依据

图表建议1：免疫轻瘫与感染风险的关联逻辑图

内容：

- 左侧：MM肿瘤负荷（如高ISS分期、高浆细胞比例）→ 中间：免疫轻瘫（血清未受累IgG/IgA/IgM低下）→ 右侧：感染风险↑（标注“初诊感染+诱导期感染”）；
- 底部标注争议点：“IP是疾病负荷的‘伴随现象’，还是独立的感染/预后驱动因素？”；
- 可引用原文数据（如“初诊IP发生率>89%”“感染风险为常人5倍”）作为文字注释。

图表建议2（可选）：现有研究的局限性总结表

内容：

现有研究问题 本研究关注点
仅关注IP与肿瘤负荷的关系 明确IP对感染（初诊+诱导期）的独立影响
未区分初诊感染状态的作用 分析初诊感染对IP-疗效关系的调节效应

幻灯片3：研究方法与技术路线

图表建议1：研究流程图（PRISMA简化版）

内容：

- 上方：研究人群（南昌大学二附院血液科，2017.07-2025.01初诊MM患者）→ 筛选条件（接受治疗、资料完整）→ 最终纳入222例；
- 中间：分组（IP+组：199例 [89.6%] vs IP-组：23例 [10.4%]，根据初诊血清未受累IgG/IgA/IgM均低于正常下限定义）；
- 下方：分析变量（暴露：IP；结局：初诊感染、诱导期感染、诱导后CR率；调节因素：初诊感染状态）；
- 统计方法（χ²/t检验、多因素Logistic回归）。

图表建议2（可选）：核心定义表

内容：

指标 定义
免疫轻瘫（IP） 初诊时血清未受累IgG/IgA/IgM均低于正常参考范围下限
初诊感染 诊断MM时已存在的感染（如肺炎、尿路感染等，需明确原文分类）
诱导期感染 开始治疗后至疗效评估前的新发感染
完全缓解（CR） 原文标准（如骨髓浆细胞<5%、M蛋白阴性等）

幻灯片4：结果一：患者基线特征与免疫轻瘫的高危表型

图表建议1：IP组 vs 非IP组基线特征对比表（关键变量）

内容（按原文表1核心数据整理）：

特征 IP组 (n=199) 非IP组 (n=23) P值
ISS分期（III期比例） 46.7% 13.0% <0.001
骨髓浆细胞比例（%） 28 8 <0.001
血红蛋白（g/L） 85 116 <0.001
初诊感染率 50.8% 26.1% 0.025

图表建议2（可选）：柱状图展示关键差异

- 左图：ISS III期比例（IP组46.7% vs 非IP组13.0%）；
- 右图：初诊感染率（IP组50.8% vs 非IP组26.1%）；
- 标注“*P<0.05, **P<0.001”）。

幻灯片5：结果二：免疫轻瘫是感染的独立危险因素

图表建议1：多因素Logistic回归分析结果表（感染相关）

内容（按原文表3核心数据整理）：

结局 暴露因素 调整OR (95%CI) P值
初诊感染 免疫轻瘫（是vs否） 3.28 (1.05-10.24) 0.041
诱导期感染 初诊感染（是vs否） 4.96 (1.54-16.01) 0.007

图表建议2（可选）：森林图（简化版）

- 展示两个回归模型的关键变量（免疫轻瘫、初诊感染）的OR值及置信区间，直观对比其对感染的影响强度。

幻灯片6：结果三：免疫轻瘫对疗效的影响及初诊感染的调节作用

图表建议1：IP组 vs 非IP组疗效对比（静态分析）

内容（按原文表4核心数据整理）：

组别 CR率
IP+组 (n=199) 23.1%
IP-组 (n=23) 43.5%
P值 0.048（单因素）→ 0.229（多因素，非独立）

图表建议2（核心）：初诊感染状态分层下的IP恢复与CR率关系

内容（按原文表8核心数据整理，建议用分组柱状图）：

- 横坐标：初诊感染状态（无感染 vs 有感染）；
- 纵坐标：完全缓解率（CR%）；
- 分组：
   - 无感染组：IP恢复者54.6% vs 未恢复者18.4%（P=0.014）；
   - 有感染组：IP恢复者17.6% vs 未恢复者25.0%（P=0.756）；
- 标注：“初诊无感染时，IP恢复显著提升CR率；初诊有感染时，恢复优势消失”。

幻灯片7：结果四：促进免疫轻瘫恢复的因素

图表建议1：多因素Logistic回归分析（IP恢复相关）

内容（按原文表8补充数据整理）：

恢复因素 调整OR (95%CI) P值
较高的初诊IgM水平 0.03 (0.00-0.24) 0.028
使用PI+IMiD联合方案（如VRD） 0.10 (0.01-0.89) 0.030

图表建议2（可选）：表格或雷达图

- 列出“有利因素”（高IgM、PI+IMiD方案）及其对应OR值，突出关键保护变量。

幻灯片8：总结、创新与展望

图表建议1：研究核心结论路径图

内容：

- 起点：免疫轻瘫（IP）→ 直接导致初诊感染↑；
- 中间：IP的动态恢复（而非静态存在）→ 预测疗效↑（但仅限初诊无感染患者）；
- 调节：初诊感染→ 抵消IP恢复的疗效优势；
- 底部：关键结论（IP是高危标志，初诊感染是关键调节变量）。

图表建议2（可选）：三句话总结框

- ① IP是初诊MM普遍且高危的免疫表型；
- ② IP直接增加初诊感染风险，其恢复可改善疗效但依赖初诊无感染；
- ③ 优化感染预防与免疫重建策略是未来方向。

幻灯片9：致谢

图表建议：无图表，仅需简洁文字排版（同封面页底部致谢内容）。

备注：

- 所有图表需与原文数据严格对应（如百分比、P值、OR值），若原文未提供具体数值（如“显著更高”），需补充假设示例（实际制作时请替换为论文真实数据）；
- 图表设计建议使用统一配色（如蓝色系主色调+白色背景），关键数据用加粗/色块突出；
- 若需可视化工具，推荐使用PowerPoint内置图表、GraphPad Prism或R（ggplot2）生成高质量统计图。

以上模板可直接指导PPT制作，确保逻辑清晰、数据直观、重点突出！",林晶晶；訾富明,"<variant>Lin Jingjing</variant>
<variant>Jingjing Lin</variant>
<variant>Lin J. J.</variant>
<variant>J. J. Lin</variant>
<variant>Jingjing L.</variant>
<variant>L. Jingjing</variant>
<variant>Lin, Jingjing</variant>
<variant>Jingjing, Lin</variant>
<variant>Lin Jing-jing</variant>
<variant>Jing-jing Lin</variant>
<variant>Lin J-J</variant>
<variant>J-J Lin</variant>
<variant>Zi Fuming</variant>
<variant>Fuming Zi</variant>
<variant>Zi F. M.</variant>
<variant>F. M. Zi</variant>
<variant>Fuming Z.</variant>
<variant>Z. Fuming</variant>
<variant>Zi, Fuming</variant>
<variant>Fuming, Zi</variant>
<variant>Zi Fu-ming</variant>
<variant>Fu-ming Zi</variant>
<variant>Zi F-M</variant>
<variant>F-M Zi</variant>",南昌大学第二临床医学院,林晶晶；訾富明,"<variant>Lin Jingjing</variant>
<variant>Jingjing Lin</variant>
<variant>Lin Jing-Jing</variant>
<variant>Jing-Jing Lin</variant>
<variant>L. Jingjing</variant>
<variant>Lin, Jingjing</variant>
<variant>L. Jing-Jing</variant>
<variant>Lin Jing Jing</variant>
<variant>Jing Jing Lin</variant>
<variant>Zi Fuming</variant>
<variant>Fuming Zi</variant>
<variant>Zi Fu-Ming</variant>
<variant>Fu-Ming Zi</variant>
<variant>Z. Fuming</variant>
<variant>Zi, Fuming</variant>
<variant>Z. Fu-Ming</variant>
<variant>Zi Fu Ming</variant>
<variant>Fu Ming Zi</variant>",南昌大学第二临床医学院,"{""data"": {""result"": ""{\""author_name\"":\""林晶晶；訾富明\"",\""author_name英文变体\"":\""<variant>Lin Jingjing</variant>\\n<variant>Jingjing Lin</variant>\\n<variant>Lin Jing-Jing</variant>\\n<variant>Jing-Jing Lin</variant>\\n<variant>L. Jingjing</variant>\\n<variant>Lin, Jingjing</variant>\\n<variant>L. Jing-Jing</variant>\\n<variant>Lin Jing Jing</variant>\\n<variant>Jing Jing Lin</variant>\\n<variant>Zi Fuming</variant>\\n<variant>Fuming Zi</variant>\\n<variant>Zi Fu-Ming</variant>\\n<variant>Fu-Ming Zi</variant>\\n<variant>Z. Fuming</variant>\\n<variant>Zi, Fuming</variant>\\n<variant>Z. Fu-Ming</variant>\\n<variant>Zi Fu Ming</variant>\\n<variant>Fu Ming Zi</variant>\"",\""author_institution\"":\""南昌大学第二临床医学院\""}""}, ""raw_openai"": {""id"": ""chatcmpl-86cc3ceeb9564bed9b3978e8126f6d6b"", ""object"": ""chat.completion"", ""created"": 1781079352, ""model"": ""qwen35-4b-author-org"", ""choices"": [{""index"": 0, ""message"": {""role"": ""assistant"", ""content"": ""{\""author_name\"":\""林晶晶；訾富明\"",\""author_name英文变体\"":\""<variant>Lin Jingjing</variant>\\n<variant>Jingjing Lin</variant>\\n<variant>Lin Jing-Jing</variant>\\n<variant>Jing-Jing Lin</variant>\\n<variant>L. Jingjing</variant>\\n<variant>Lin, Jingjing</variant>\\n<variant>L. Jing-Jing</variant>\\n<variant>Lin Jing Jing</variant>\\n<variant>Jing Jing Lin</variant>\\n<variant>Zi Fuming</variant>\\n<variant>Fuming Zi</variant>\\n<variant>Zi Fu-Ming</variant>\\n<variant>Fu-Ming Zi</variant>\\n<variant>Z. Fuming</variant>\\n<variant>Zi, Fuming</variant>\\n<variant>Z. Fu-Ming</variant>\\n<variant>Zi Fu Ming</variant>\\n<variant>Fu Ming Zi</variant>\"",\""author_institution\"":\""南昌大学第二临床医学院\""}""}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 2056, ""completion_tokens"": 215, ""total_tokens"": 2271}}}","{""author_name"": ""林晶晶；訾富明"", ""author_name英文变体"": ""<variant>Lin Jingjing</variant>\n<variant>Jingjing Lin</variant>\n<variant>Lin Jing-Jing</variant>\n<variant>Jing-Jing Lin</variant>\n<variant>L. Jingjing</variant>\n<variant>Lin, Jingjing</variant>\n<variant>L. Jing-Jing</variant>\n<variant>Lin Jing Jing</variant>\n<variant>Jing Jing Lin</variant>\n<variant>Zi Fuming</variant>\n<variant>Fuming Zi</variant>\n<variant>Zi Fu-Ming</variant>\n<variant>Fu-Ming Zi</variant>\n<variant>Z. Fuming</variant>\n<variant>Zi, Fuming</variant>\n<variant>Z. Fu-Ming</variant>\n<variant>Zi Fu Ming</variant>\n<variant>Fu Ming Zi</variant>"", ""author_institution"": ""南昌大学第二临床医学院""}"
